STAID,STANAME,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,COMID,COMID_DRAIN_SQKM,COMID_UNITAREA_SQKM,ABS_DIFF,DA_VALID,FLOW_SCALE
01567000,"Juniata River at Newport, PA",8657.286,40.478417,-77.129148,73005278,8683.350844552115,6.015237372026057,26.064844552114664,True,1.0
